pair,scheme,bits,points,significant_errors,sigerr_0p5,sigerr_1p0,sigerr_2p0,projection_events,invalid_outputs,mean_err1,std_err1,rmse_err1,median_err1,p90_err1,p95_err1,p99_err1,p999_err1,max_err1,mean_err2,std_err2,rmse_err2,median_err2,p90_err2,p95_err2,p99_err2,p999_err2,max_err2,avg_input_us,avg_core_us,avg_decode_us,avg_eval_us
tanh_sech2,standard_pbs,10,1000,0,66,0,0,0,0,1.996093398477e-3,2.052245064987e-3,2.862882928484e-3,1.210415785632e-3,4.961402180251e-3,6.378848631575e-3,8.764730576888e-3,1.226495729474e-2,1.240528895733e-2,1.818589906591e-3,1.710921284655e-3,2.496902258928e-3,1.311977111574e-3,4.222976766614e-3,5.398565470656e-3,7.530669299286e-3,9.671226748707e-3,9.985806954147e-3,57.919200,210141.941600,7.143700,210207.004500
tanh_sech2,sdr_pbs,10,1000,5,95,5,0,1000,0,2.070184989358e-3,2.192717613825e-3,3.015572321159e-3,1.244552634614e-3,4.968921310521e-3,6.710117699529e-3,9.879199240710e-3,1.265195752338e-2,1.354379222812e-2,2.044443460793e-3,1.982356541798e-3,2.847716018705e-3,1.408833046649e-3,4.774201955089e-3,5.917499653338e-3,8.859050512567e-3,1.161023651415e-2,1.319989892905e-2,58.820400,105191.767900,9.512600,105260.100900

