pair,scheme,bits,points,significant_errors,sigerr_0p5,sigerr_1p0,sigerr_2p0,projection_events,invalid_outputs,mean_err1,std_err1,rmse_err1,median_err1,p90_err1,p95_err1,p99_err1,p999_err1,max_err1,mean_err2,std_err2,rmse_err2,median_err2,p90_err2,p95_err2,p99_err2,p999_err2,max_err2,avg_input_us,avg_core_us,avg_decode_us,avg_eval_us
softplus_sigmoid,standard_pbs,10,100000,2,1401,2,0,0,0,4.031601441198e-3,4.373081642622e-3,5.947911669966e-3,2.243911668115e-3,1.011160946883e-2,1.336875279470e-2,1.911103487952e-2,2.596880746712e-2,4.128304203731e-2,9.623620793567e-4,1.023261276536e-3,1.404707945390e-3,5.905102046213e-4,2.350590816872e-3,3.113223089010e-3,4.619218204495e-3,6.510733450391e-3,1.036687836177e-2,62.280902,231751.416368,8.019954,231821.717224
softplus_sigmoid,sdr_pbs,10,100000,3,1916,3,0,100000,0,4.138182456432e-3,4.514040137988e-3,6.123815184187e-3,2.280610053442e-3,1.041951787060e-2,1.379561895658e-2,1.970927062637e-2,2.687922440943e-2,4.015219417567e-2,1.040143753114e-3,1.106141881842e-3,1.518370471889e-3,6.408613372154e-4,2.532938495885e-3,3.393095146888e-3,5.010285118461e-3,6.902892391328e-3,1.214226937572e-2,66.459235,123819.202960,11.033103,123896.695298

