pair,scheme,bits,points,significant_errors,sigerr_0p5,sigerr_1p0,sigerr_2p0,projection_events,invalid_outputs,mean_err1,std_err1,rmse_err1,median_err1,p90_err1,p95_err1,p99_err1,p999_err1,max_err1,mean_err2,std_err2,rmse_err2,median_err2,p90_err2,p95_err2,p99_err2,p999_err2,max_err2,avg_input_us,avg_core_us,avg_decode_us,avg_eval_us
sigmoid_sigmoid_deriv,standard_pbs,10,100000,1332,11681,1332,2,0,0,1.021440612577e-3,1.366835454046e-3,1.706335278736e-3,4.484039513518e-4,2.845008985006e-3,3.948501837931e-3,6.430557365104e-3,9.292963744567e-3,1.480913354655e-2,4.790104361779e-4,5.858012266221e-4,7.567126767005e-4,2.334991691447e-4,1.291035122621e-3,1.703086106395e-3,2.607800100811e-3,3.700632652883e-3,5.820321616526e-3,65.426234,245789.746932,8.519739,245863.692905
sigmoid_sigmoid_deriv,sdr_pbs,10,100000,1821,13467,1821,9,100000,0,1.043977278717e-3,1.398820155333e-3,1.745447331042e-3,4.558170802616e-4,2.872290314877e-3,4.020585301637e-3,6.608152177940e-3,9.450709066098e-3,1.434034733260e-2,5.196385403926e-4,6.328553502248e-4,8.188590275312e-4,2.549419295718e-4,1.391134586771e-3,1.872966025400e-3,2.782096163500e-3,3.919326584227e-3,5.767198750452e-3,59.105080,108732.427947,10.096266,108801.629293

