pair,scheme,bits,points,significant_errors,sigerr_0p5,sigerr_1p0,sigerr_2p0,projection_events,invalid_outputs,mean_err1,std_err1,rmse_err1,median_err1,p90_err1,p95_err1,p99_err1,p999_err1,max_err1,mean_err2,std_err2,rmse_err2,median_err2,p90_err2,p95_err2,p99_err2,p999_err2,max_err2,avg_input_us,avg_core_us,avg_decode_us,avg_eval_us
softplus_sigmoid,standard_pbs,10,1000,0,16,0,0,0,0,4.095012983163e-3,4.435097086231e-3,6.036490495028e-3,2.423583081219e-3,1.021695643571e-2,1.304257130687e-2,1.981020556044e-2,2.614984758369e-2,3.204103040089e-2,9.980466992387e-4,1.026122532493e-3,1.431441464242e-3,6.052078928158e-4,2.480701090126e-3,3.189424315787e-3,4.382365288444e-3,6.132478647368e-3,6.202644478664e-3,58.032300,209915.502800,6.995900,209980.531000
softplus_sigmoid,sdr_pbs,10,1000,0,18,0,0,1000,0,4.120323053520e-3,4.378442508240e-3,6.012305785914e-3,2.277954001659e-3,1.021695643571e-2,1.283371519945e-2,1.924046806625e-2,2.336806072373e-2,2.709484738767e-2,1.098801552897e-3,1.186341962085e-3,1.617025696658e-3,6.264438316402e-4,2.685368548439e-3,3.571984464828e-3,5.241853108146e-3,6.325978761688e-3,7.236114732065e-3,57.963100,106814.968900,9.688800,106882.620800

