pair,scheme,bits,points,significant_errors,sigerr_0p5,sigerr_1p0,sigerr_2p0,projection_events,invalid_outputs,mean_err1,std_err1,rmse_err1,median_err1,p90_err1,p95_err1,p99_err1,p999_err1,max_err1,mean_err2,std_err2,rmse_err2,median_err2,p90_err2,p95_err2,p99_err2,p999_err2,max_err2,avg_input_us,avg_core_us,avg_decode_us,avg_eval_us
sigmoid_sigmoid_deriv,standard_pbs,10,1000,8,128,8,0,0,0,1.052754132071e-3,1.368285465237e-3,1.726411415906e-3,4.602495941360e-4,2.881670728802e-3,3.810618213564e-3,6.134064554165e-3,8.509324931933e-3,8.839927826956e-3,4.904820311085e-4,5.894464438942e-4,7.668244473541e-4,2.424050217432e-4,1.318231001252e-3,1.884535085972e-3,2.406139182936e-3,3.531016593657e-3,3.965497875996e-3,58.103000,211402.538100,7.347100,211467.988200
sigmoid_sigmoid_deriv,sdr_pbs,10,1000,27,152,27,0,1000,0,1.084415567145e-3,1.443702694634e-3,1.805611971815e-3,4.666348394492e-4,3.107421016943e-3,4.178893461247e-3,6.293638572829e-3,9.020371480078e-3,9.407590982409e-3,5.577685542899e-4,7.118900183048e-4,9.043744569130e-4,2.615075504520e-4,1.448845698895e-3,2.089904307190e-3,3.517644490988e-3,3.862242113490e-3,4.046995545172e-3,58.139500,105739.573100,9.509600,105807.222200

